ApplicationDocsID	ApplicationDocsTypeID	ApplNo	SubmissionType	SubmissionNo	ApplicationDocsTitle	ApplicationDocsURL	ApplicationDocsDate
80051	1	200153	SUPPL     	14	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/200153Orig1s009, 200153Orig1s013, 200153Orig1s014ltr.pdf	2024-10-30 00:00:00
80052	1	215358	SUPPL     	8	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/215358Orig1s008ltr.pdf	2024-10-30 00:00:00
80053	1	215358	SUPPL     	9	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/215358Orig1s009ltr.pdf	2024-10-30 00:00:00
80054	2	006488	SUPPL     	100	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/006488Orig1s100lbl.pdf	2024-12-02 00:00:00
80055	2	761238	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761238s011lbl.pdf	2024-10-31 00:00:00
80057	2	761112	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761112s013lbl.pdf	2024-10-31 00:00:00
80058	1	006488	SUPPL     	100	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/006488Orig1s100ltr.pdf	2024-11-01 00:00:00
80060	1	761112	SUPPL     	13	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/761112Orig1s013ltr.pdf	2024-11-01 00:00:00
80061	1	761238	SUPPL     	11	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/761238Orig1s011ltr.pdf	2024-11-01 00:00:00
80062	1	761240	SUPPL     	2	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/761240Orig1s002ltr.pdf	2024-11-01 00:00:00
80063	2	761240	SUPPL     	2	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761240Orig1s002lbl.pdf	2024-11-01 00:00:00
80064	2	022341	SUPPL     	43	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022341Orig1s043lbl.pdf	2024-11-01 00:00:00
80065	1	022341	SUPPL     	43	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022341Orig1s043ltr.pdf	2024-11-01 00:00:00
80066	2	022160	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022160s016lbl.pdf	2024-11-01 00:00:00
80067	1	005010	SUPPL     	61	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/005010Orig1s061ltr.pdf	2024-11-04 00:00:00
80068	1	007337	SUPPL     	56	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/007337Orig1s056ltr.pdf	2024-11-04 00:00:00
80069	1	011483	SUPPL     	36	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/011483Orig1s036ltr.pdf	2024-11-04 00:00:00
80070	1	021610	SUPPL     	32	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/021610Orig1s032ltr.pdf	2024-11-04 00:00:00
80071	1	022160	SUPPL     	16	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022160Orig1s016ltr.pdf	2024-11-04 00:00:00
80072	1	022195	SUPPL     	23	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022195Orig1s023ltr.pdf	2024-11-04 00:00:00
80073	1	022207	SUPPL     	13	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022207Orig1s013ltr.pdf	2024-11-04 00:00:00
80074	1	022272	SUPPL     	49	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022272Orig1s049ltr.pdf	2024-11-04 00:00:00
80075	1	022304	SUPPL     	27	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022304Orig1s027ltr.pdf	2024-11-04 00:00:00
80076	1	022370	SUPPL     	26	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022370Orig1s026ltr.pdf	2024-11-04 00:00:00
80077	1	022402	SUPPL     	16	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022402Orig1s016ltr.pdf	2024-11-04 00:00:00
80078	1	200533	SUPPL     	28	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/200533Orig1s028ltr.pdf	2024-11-04 00:00:00
80079	1	200533	SUPPL     	28	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/200533Orig1s028ltr.pdf	2024-11-04 00:00:00
80080	1	200534	SUPPL     	15	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/200534Orig1s015ltr.pdf	2024-11-04 00:00:00
80081	1	200535	SUPPL     	24	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/200535Orig1s024ltr.pdf	2024-11-04 00:00:00
80082	1	201194	SUPPL     	20	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/201194Orig1s020ltr.pdf	2024-11-04 00:00:00
80083	1	202080	SUPPL     	15	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/202080Orig1s015ltr.pdf	2024-11-04 00:00:00
80084	1	207932	SUPPL     	27	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/207932Orig1s027ltr.pdf	2024-11-04 00:00:00
80085	1	209777	SUPPL     	10	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/209777Orig1s010ltr.pdf	2024-11-04 00:00:00
80086	1	213426	SUPPL     	4	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/213426Orig1s004ltr.pdf	2024-11-04 00:00:00
80087	1	214044	SUPPL     	3	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/214044Orig1s003ltr.pdf	2024-11-04 00:00:00
80088	1	019516	SUPPL     	60	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/019516Orig1s060ltr.pdf	2024-11-04 00:00:00
80089	1	019891	SUPPL     	33	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/019891Orig1s033ltr.pdf	2024-11-04 00:00:00
80090	1	019892	SUPPL     	42	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/019892Orig1s042ltr.pdf	2024-11-04 00:00:00
80091	1	020232	SUPPL     	48	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/020232Orig1s048ltr.pdf	2024-11-04 00:00:00
80092	1	021011	SUPPL     	15	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/021011Orig1s015ltr.pdf	2024-11-04 00:00:00
80093	1	202245	SUPPL     	11	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/202245Orig1s011ltr.pdf	2024-11-04 00:00:00
80094	1	208090	SUPPL     	23	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/208090Orig1s023ltr.pdf	2024-11-04 00:00:00
80095	1	021306	SUPPL     	42	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/021306Orig1s042ltr.pdf	2024-11-04 00:00:00
80096	1	203794	SUPPL     	12	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/203794Orig1s012ltr.pdf	2024-11-04 00:00:00
80097	1	206627	SUPPL     	16	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/206627Orig1s016ltr.pdf	2024-11-04 00:00:00
80098	1	208653	SUPPL     	9	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/208653Orig1s009ltr.pdf	2024-11-04 00:00:00
80099	1	022276	SUPPL     	25	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022276Orig1s025ltr.pdf	2024-11-04 00:00:00
80100	2	022276	SUPPL     	25	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022276Orig1s025lbl.pdf	2024-11-04 00:00:00
80101	2	208673	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/208673s014lbl.pdf	2024-11-04 00:00:00
80103	2	206321	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/206321s019lbl.pdf	2024-11-04 00:00:00
80105	2	022200	SUPPL     	35	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022200s035lbl.pdf	2024-11-04 00:00:00
80107	2	209210	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/209210s024lbl.pdf	2024-11-04 00:00:00
80108	8	209210	SUPPL     	24	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/209210s024lbl.pdf#page=37	2024-11-04 00:00:00
80109	2	021773	SUPPL     	49	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021773s049lbl.pdf	2024-11-04 00:00:00
80111	2	208583	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/208583s024lbl.pdf	2024-11-04 00:00:00
80113	2	208471	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/208471s009lbl.pdf	2024-11-04 00:00:00
80115	2	125469	SUPPL     	61	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/125469s061s062lbl.pdf	2024-11-04 00:00:00
80116	2	125469	SUPPL     	62	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/125469s061s062lbl.pdf	2024-11-04 00:00:00
80118	1	021773	SUPPL     	49	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/021773Orig1s049ltr.pdf	2024-11-05 00:00:00
80119	1	022200	SUPPL     	35	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022200Orig1s035ltr.pdf	2024-11-05 00:00:00
80120	1	125319	SUPPL     	110	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/125319Orig1s110ltr.pdf	2024-11-05 00:00:00
80121	1	125469	SUPPL     	61	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/125469Orig1s061, s062ltr.pdf	2024-11-05 00:00:00
80122	1	206321	SUPPL     	19	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/206321Orig1s019ltr.pdf	2024-11-05 00:00:00
80123	1	208471	SUPPL     	9	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/208471Orig1s009ltr.pdf	2024-11-05 00:00:00
80124	1	208583	SUPPL     	24	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/208583Orig1s024ltr.pdf	2024-11-05 00:00:00
80125	1	208673	SUPPL     	14	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/208673Orig1s014ltr.pdf	2024-11-05 00:00:00
80126	1	209210	SUPPL     	24	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/209210Orig1s024ltr.pdf	2024-11-05 00:00:00
80127	1	209637	SUPPL     	32	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/209637Orig1s032ltr.pdf	2024-11-05 00:00:00
80128	1	213051	SUPPL     	23	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/213051Orig1s023ltr.pdf	2024-11-05 00:00:00
80129	1	215256	SUPPL     	21	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/215256Orig1s021ltr.pdf	2024-11-05 00:00:00
80130	1	215866	SUPPL     	10	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/215866Orig1s010, s015, s022ltr.pdf	2024-11-05 00:00:00
80131	1	215866	SUPPL     	15	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/215866Orig1s010, s015, s022ltr.pdf	2024-11-05 00:00:00
80132	1	215866	SUPPL     	22	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/215866Orig1s010, s015, s022ltr.pdf	2024-11-05 00:00:00
80133	1	219015	ORIG      	1	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/219015Orig1s000ltr.pdf	2024-11-05 00:00:00
80134	2	215256	SUPPL     	21	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215256s021lbl.pdf	2024-11-05 00:00:00
80136	2	215866	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215866s010s015s022lbl.pdf	2024-11-05 00:00:00
80137	2	215866	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215866s010s015s022lbl.pdf	2024-11-05 00:00:00
80138	2	215866	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215866s010s015s022lbl.pdf	2024-11-05 00:00:00
80140	2	213051	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/213051s023lbl.pdf	2024-11-05 00:00:00
80142	2	209637	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/209637s032lbl.pdf	2024-11-05 00:00:00
80144	2	125319	SUPPL     	110	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/125319s110lbl.pdf	2024-11-05 00:00:00
80145	8	125319	SUPPL     	110	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/125319s110lbl.pdf#page=24	2024-11-05 00:00:00
80146	2	219015	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/219015s000lbl.pdf	2024-11-05 00:00:00
80147	2	214938	SUPPL     	4	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214938s004lbl.pdf	2024-11-05 00:00:00
80148	2	021540	SUPPL     	50	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021540s050lbl.pdf	2024-11-05 00:00:00
80149	2	022433	SUPPL     	37	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022433s037lbl.pdf	2024-11-05 00:00:00
80150	8	022433	SUPPL     	37	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022433s037lbl.pdf#page=34	2024-11-05 00:00:00
80151	2	211243	SUPPL     	15	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/211243s015lbl.pdf	2024-11-05 00:00:00
80153	3	007513	SUPPL     	38	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/007513Orig1s038.pdf	2024-11-05 00:00:00
80154	3	008107	SUPPL     	55	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/008107Orig1s055.pdf	2024-11-05 00:00:00
80155	3	018896	SUPPL     	11	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/18896Orig1s011.pdf	2024-11-05 00:00:00
80156	3	018896	SUPPL     	12	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/18896Orig1s012.pdf	2024-11-05 00:00:00
80157	3	020216	SUPPL     	43	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/20216Orig1s043.pdf	2024-11-05 00:00:00
80158	3	020449	SUPPL     	84	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/20449Orig1s084.pdf	2024-11-05 00:00:00
80159	3	020747	SUPPL     	50	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/020747Orig1s050.pdf	2024-11-05 00:00:00
80160	3	021752	SUPPL     	60	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/21752Orig1s060.pdf	2024-11-05 00:00:00
80161	3	022496	SUPPL     	37	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/22496Orig1s037.pdf	2024-11-05 00:00:00
80162	3	022526	SUPPL     	8	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/22526Orig1s008.pdf	2024-11-05 00:00:00
80163	3	022526	SUPPL     	9	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/22526Orig1s009.pdf	2024-11-05 00:00:00
80164	3	204630	SUPPL     	23	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/204630Orig1s023.pdf	2024-11-05 00:00:00
80165	3	209112	SUPPL     	8	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/209112Orig1s008.pdf	2024-11-05 00:00:00
80167	3	215256	SUPPL     	11	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/215256Orig1s011.pdf	2024-11-05 00:00:00
80168	3	216158	ORIG      	1	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/216158Orig1s000TOC.cfm	2024-11-05 00:00:00
80169	3	219249	ORIG      	1	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/219249Orig1s000TOC.cfm	2024-11-05 00:00:00
80170	3	209112	SUPPL     	8	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/209112Orig1s008.pdf	2024-11-05 00:00:00
80171	3	209112	SUPPL     	9	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/209112Orig1s009.pdf	2024-11-05 00:00:00
80172	1	022433	SUPPL     	37	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022433Orig1s037ltr.pdf	2024-11-05 00:00:00
80173	1	050740	SUPPL     	37	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/050740Orig1s37ltr.pdf	2024-11-05 00:00:00
80174	1	211243	SUPPL     	15	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/211243Origs015ltr.pdf	2024-11-05 00:00:00
80175	1	214938	SUPPL     	4	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/214938Orig1s004ltr.pdf	2024-11-05 00:00:00
80176	2	214313	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/214313Orig1s003lbl.pdf	2024-11-07 00:00:00
80177	2	021163	SUPPL     	45	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021163Orig1s045;021265Orig1s044lbl.pdf	2025-02-04 00:00:00
80178	2	021265	SUPPL     	44	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/021163Orig1s045;021265Orig1s044lbl.pdf	2025-02-04 00:00:00
80179	1	021265	SUPPL     	44	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/021163Orig1s045; 021265Orig1s044ltr.pdf	2024-11-07 00:00:00
80180	1	021163	SUPPL     	45	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/021163Orig1s045; 021265Orig1s044ltr.pdf	2024-11-07 00:00:00
80181	2	050740	SUPPL     	37	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/050740Orig1s037Lbl.pdf	2024-11-07 00:00:00
80182	2	210806	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/210806s011lbl.pdf	2024-11-08 00:00:00
80183	2	210807	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/210807s013lbl.pdf	2024-11-08 00:00:00
80184	2	219293	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/219293s000lbl.pdf	2024-11-08 00:00:00
80185	8	219293	ORIG      	1	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/219293s000lbl.pdf#page=39	2024-11-08 00:00:00
80186	1	210806	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/210806Orig1s011ltr.pdf	2024-11-08 00:00:00
80187	1	210807	SUPPL     	13	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/210807Orig1s013ltr.pdf	2024-11-08 00:00:00
80188	1	219293	ORIG      	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/219293Orig1s000ltr.pdf	2024-11-08 00:00:00
80189	2	214662	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/214662s011lbl.pdf	2024-11-12 00:00:00
80190	2	206473	SUPPL     	10	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/206473s010lbl.pdf	2024-11-12 00:00:00
80191	2	212608	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/212608s020lbl.pdf	2024-11-12 00:00:00
80192	3	761369	ORIG      	1	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/761369Orig1s000TOC.cfm	2024-11-12 00:00:00
80194	3	216340	SUPPL     	5	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/216340Orig1s005.pdf	2024-11-12 00:00:00
80196	1	206473	SUPPL     	10	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/206473Orig1s010ltr.pdf	2024-11-12 00:00:00
80197	1	212608	SUPPL     	20	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/212608Orig1s020ltr.pdf	2024-11-12 00:00:00
80198	1	214662	SUPPL     	11	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/214662Orig1s011ltr.pdf	2024-11-12 00:00:00
80199	1	022032	SUPPL     	65	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022032Orig1s065ltr.pdf	2024-11-12 00:00:00
80200	2	022032	SUPPL     	65	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022032Orig1s065lbl.pdf	2024-11-12 00:00:00
80201	1	021426	SUPPL     	43	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/021426Orig1s043, s058ltr.pdf	2024-11-13 00:00:00
80202	1	021426	SUPPL     	58	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/021426Orig1s043, s058ltr.pdf	2024-11-13 00:00:00
80204	1	208712	SUPPL     	3	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/208712Orig1s003ltr.pdf	2024-11-13 00:00:00
80205	2	761286	SUPPL     	1	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761286s001lbl.pdf	2024-11-13 00:00:00
80206	2	021426	SUPPL     	43	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/021426s043lbl.pdf	2024-11-13 00:00:00
80207	2	208712	SUPPL     	3	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/208712s003lbl.pdf	2024-11-14 00:00:00
80208	2	206910	SUPPL     	19	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/206910Orig1s019lbl.pdf	2024-11-14 00:00:00
80209	1	206910	SUPPL     	19	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/206910Orig1s019ltr.pdf	2024-11-14 00:00:00
80210	2	761074	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761074s030lbl.pdf	2024-11-14 00:00:00
80211	2	761091	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761091s033lbl.pdf	2024-11-14 00:00:00
80212	2	215974	SUPPL     	9	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215974s009lbl.pdf	2024-11-14 00:00:00
80213	2	208716	SUPPL     	17	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/208716s017lbl.pdf	2024-11-14 00:00:00
80214	1	022155	SUPPL     	25	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2025/022155Orig1s025ltr.pdf	2025-01-21 00:00:00
80215	1	208716	SUPPL     	17	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/208716Orig1s017ltr.pdf	2024-11-14 00:00:00
80216	1	215974	SUPPL     	9	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/215974Orig1s009ltr.pdf	2024-11-14 00:00:00
80217	1	761074	SUPPL     	30	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/761074Orig1s030ltr.pdf	2024-11-14 00:00:00
80218	1	761091	SUPPL     	33	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/761091Orig1s033ltr.pdf	2024-11-14 00:00:00
80219	2	761269	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761269s008lbl.pdf	2024-11-15 00:00:00
80220	2	205054	SUPPL     	7	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/205054s007lbl.pdf	2024-11-15 00:00:00
80221	1	205054	SUPPL     	7	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/205054Orig1s007ltr.pdf	2024-11-15 00:00:00
80222	1	761269	SUPPL     	8	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/761269Orig1s008ltr.pdf	2024-11-15 00:00:00
80223	21	209092	SUPPL     	18	0	http://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/209092s018,209935s027MultidisciplineR.pdf	2024-11-20 00:00:00
80224	21	209935	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/209092s018,209935s027MultidisciplineR.pdf	2024-11-20 00:00:00
80225	2	218944	ORIG      	1	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/218944s000lbl.pdf	2024-11-18 00:00:00
80226	2	014901	SUPPL     	55	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/014901Orig1s055lbl.pdf	2024-11-18 00:00:00
80227	1	014901	SUPPL     	55	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/014901Orig1s055ltr.pdf	2024-11-18 00:00:00
80228	2	125261	SUPPL     	166	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/125261s166,761044s014lbl.pdf	2024-11-18 00:00:00
80230	2	761340	SUPPL     	3	0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761340s003lbl.pdf	2024-11-18 00:00:00
80231	8	761340	SUPPL     	3	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761340s003lbl.pdf#page=30	2024-11-18 00:00:00
80234	3	761365	ORIG      	1	0	https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/761365Orig1s000TOC.cfm	2024-11-18 00:00:00
80235	2	022578	SUPPL     	14	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022578Orig1s014lbl.pdf	2024-11-19 00:00:00
80236	1	022578	SUPPL     	14	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/022578Orig1s014ltr.pdf	2024-11-19 00:00:00
80237	2	215179	SUPPL     	2	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/215179Orig1s002lbl.pdf	2024-11-19 00:00:00
80238	1	215179	SUPPL     	2	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/215179Orig1s002ltr.pdf	2024-11-19 00:00:00
80239	1	125261	SUPPL     	166	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/125261Orig1s166, 761044Orig1s014ltr.pdf	2024-11-19 00:00:00
80240	1	761044	SUPPL     	14	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/125261Orig1s166, 761044Orig1s014ltr.pdf	2024-11-19 00:00:00
80241	1	218944	ORIG      	1	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/218944Orig1s000ltr.pdf	2024-11-19 00:00:00
80242	1	761340	SUPPL     	3	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/761340Orig1s003ltr.pdf	2024-11-19 00:00:00
80243	1	021197	SUPPL     	32	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/021197Orig1s032ltr.pdf	2024-11-19 00:00:00
80244	1	021196	SUPPL     	46	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/021196Orig1s046, 212690Orig1s16ltr.pdf	2024-11-19 00:00:00
80245	1	212690	SUPPL     	16	0	https://www.accessdata.fda.gov/drugsatfda_docs/appletter/2024/021196Orig1s046, 212690Orig1s16ltr.pdf	2024-11-19 00:00:00
80247	2	022137	SUPPL     	15	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/022137Orig1s015lbl.pdf	2024-11-20 00:00:00
80248	2	206256	SUPPL     	6	0	https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/206256Orig1s006lbl.pdf	2024-11-21 00:00:00
